Date,Open,High,Low,Close,Adj Close,Volume,Company
08/12/2016,27.715,28.1075,27.65,28.030001,26.592581,108273200,AAPL
09/12/2016,28.077499,28.674999,28.077499,28.487499,27.026619,137610400,AAPL
12/12/2016,28.3225,28.75,28.122499,28.325001,26.872458,105497600,AAPL
13/12/2016,28.459999,28.98,28.4375,28.797501,27.320726,174935200,AAPL
14/12/2016,28.76,29.049999,28.745001,28.797501,27.320726,136127200,AAPL
15/12/2016,28.844999,29.182501,28.807501,28.955,27.470144,186098000,AAPL
16/12/2016,29.1175,29.125,28.9125,28.9925,27.505724,177404400,AAPL
19/12/2016,28.950001,29.344999,28.9375,29.16,27.664633,111117600,AAPL
20/12/2016,29.184999,29.375,29.17,29.237499,27.738157,85700000,AAPL
21/12/2016,29.200001,29.35,29.195,29.264999,27.76425,95132800,AAPL
22/12/2016,29.0875,29.127501,28.91,29.0725,27.581623,104343600,AAPL
23/12/2016,28.897499,29.129999,28.897499,29.129999,27.636169,56998000,AAPL
27/12/2016,29.129999,29.450001,29.122499,29.315001,27.811686,73187600,AAPL
28/12/2016,29.379999,29.504999,29.049999,29.190001,27.6931,83623600,AAPL
29/12/2016,29.112499,29.2775,29.1,29.182501,27.68598,60158000,AAPL
30/12/2016,29.1625,29.299999,28.8575,28.955,27.470144,122345200,AAPL
03/01/2017,28.950001,29.0825,28.690001,29.0375,27.548414,115127600,AAPL
04/01/2017,28.9625,29.127501,28.9375,29.004999,27.517582,84472400,AAPL
05/01/2017,28.98,29.215,28.952499,29.1525,27.65752,88774400,AAPL
06/01/2017,29.195,29.540001,29.1175,29.477501,27.965857,127007600,AAPL
09/01/2017,29.487499,29.8575,29.485001,29.747499,28.222006,134247600,AAPL
10/01/2017,29.692499,29.844999,29.575001,29.7775,28.250471,97848400,AAPL
11/01/2017,29.684999,29.9825,29.65,29.9375,28.402262,110354400,AAPL
12/01/2017,29.725,29.825001,29.5525,29.8125,28.28367,108344800,AAPL
13/01/2017,29.7775,29.905001,29.702499,29.76,28.233862,104447600,AAPL
17/01/2017,29.584999,30.059999,29.555,30,28.461563,137759200,AAPL
18/01/2017,30,30.125,29.9275,29.997499,28.459183,94852000,AAPL
19/01/2017,29.85,30.022499,29.842501,29.945,28.409378,102389200,AAPL
20/01/2017,30.112499,30.112499,29.932501,30,28.461563,130391600,AAPL
23/01/2017,30,30.202499,29.942499,30.02,28.480532,88200800,AAPL
24/01/2017,29.887501,30.025,29.875,29.9925,28.454441,92844000,AAPL
25/01/2017,30.105,30.525,30.07,30.469999,28.907455,129510400,AAPL
26/01/2017,30.4175,30.610001,30.4,30.485001,28.921686,105350400,AAPL
27/01/2017,30.535,30.5875,30.4,30.487499,28.924057,82251600,AAPL
30/01/2017,30.2325,30.407499,30.165001,30.407499,28.848156,121510000,AAPL
31/01/2017,30.2875,30.3475,30.155001,30.3375,28.78175,196804000,AAPL
01/02/2017,31.7575,32.622501,31.752501,32.1875,30.536879,447940000,AAPL
02/02/2017,31.995001,32.3475,31.945,32.1325,30.484697,134841600,AAPL
03/02/2017,32.077499,32.297501,32.040001,32.27,30.61515,98029200,AAPL
06/02/2017,32.282501,32.625,32.224998,32.572498,30.902138,107383600,AAPL
07/02/2017,32.634998,33.022499,32.612499,32.8825,31.196234,152735200,AAPL
08/02/2017,32.837502,33.055,32.805,33.009998,31.317196,92016400,AAPL
09/02/2017,32.912498,33.112499,32.779999,33.105,31.543493,113399600,AAPL
10/02/2017,33.115002,33.235001,33.012501,33.029999,31.472033,80262000,AAPL
13/02/2017,33.27,33.455002,33.1875,33.322498,31.750734,92141600,AAPL
14/02/2017,33.3675,33.772499,33.3125,33.755001,32.162846,132904800,AAPL
15/02/2017,33.880001,34.067501,33.654999,33.877499,32.279568,142492400,AAPL
16/02/2017,33.9175,33.974998,33.709999,33.837502,32.241451,90338400,AAPL
17/02/2017,33.775002,33.9575,33.775002,33.93,32.32959,88792800,AAPL
21/02/2017,34.057499,34.1875,33.994999,34.174999,32.563034,98028800,AAPL
22/02/2017,34.107498,34.279999,34.0275,34.2775,32.660694,83347600,AAPL
23/02/2017,34.345001,34.369999,34.075001,34.1325,32.522533,83152800,AAPL
24/02/2017,33.977501,34.165001,33.82,34.165001,32.553505,87106400,AAPL
27/02/2017,34.285,34.360001,34.07,34.232498,32.617813,81029600,AAPL
28/02/2017,34.27,34.360001,34.174999,34.247501,32.632114,93931600,AAPL
01/03/2017,34.4725,35.037498,34.400002,34.947498,33.299088,145658400,AAPL
02/03/2017,35,35.07,34.689999,34.740002,33.101376,104844000,AAPL
03/03/2017,34.695,34.9575,34.647499,34.945,33.296707,84432400,AAPL
06/03/2017,34.842499,34.942501,34.650002,34.834999,33.191895,87000000,AAPL
07/03/2017,34.764999,34.994999,34.697498,34.880001,33.234776,69785200,AAPL
08/03/2017,34.737499,34.950001,34.705002,34.75,33.110909,74828800,AAPL
09/03/2017,34.685001,34.697498,34.262501,34.669998,33.034672,88623600,AAPL
10/03/2017,34.8125,34.84,34.66,34.785,33.144257,78451200,AAPL
13/03/2017,34.712502,34.857498,34.705002,34.799999,33.158543,69686800,AAPL
14/03/2017,34.825001,34.912498,34.709999,34.747501,33.108528,61236400,AAPL
15/03/2017,34.852501,35.1875,34.7575,35.115002,33.458694,102767200,AAPL
16/03/2017,35.18,35.255001,35.064999,35.172501,33.51347,76928000,AAPL
17/03/2017,35.25,35.25,34.9725,34.997501,33.346737,175540000,AAPL
20/03/2017,35.099998,35.375,35.057499,35.365002,33.696899,86168000,AAPL
21/03/2017,35.5275,35.700001,34.932499,34.959999,33.311001,158119600,AAPL
22/03/2017,34.962502,35.400002,34.939999,35.355,33.68737,103440800,AAPL
23/03/2017,35.314999,35.395,35.1525,35.23,33.56826,81385200,AAPL
24/03/2017,35.375,35.435001,35.087502,35.16,33.501568,89582400,AAPL
27/03/2017,34.8475,35.305,34.654999,35.220001,33.558743,94300400,AAPL
28/03/2017,35.227501,36.009998,35.154999,35.950001,34.254307,133499200,AAPL
29/03/2017,35.919998,36.122501,35.797501,36.029999,34.330524,116760000,AAPL
30/03/2017,36.047501,36.125,35.875,35.982498,34.285263,84829200,AAPL
31/03/2017,35.93,36.067501,35.752499,35.915001,34.220959,78646800,AAPL
03/04/2017,35.927502,36.029999,35.762501,35.924999,34.230484,79942800,AAPL
04/04/2017,35.8125,36.2225,35.7925,36.192501,34.485367,79565600,AAPL
05/04/2017,36.055,36.365002,35.952499,36.005001,34.306713,110871600,AAPL
06/04/2017,36.072498,36.130001,35.862499,35.915001,34.220959,84596000,AAPL
07/04/2017,35.932499,36.044998,35.817501,35.834999,34.144726,66688800,AAPL
10/04/2017,35.900002,35.970001,35.724998,35.7925,34.104233,75733600,AAPL
11/04/2017,35.735001,35.837502,35.014999,35.407501,33.737396,121517600,AAPL
12/04/2017,35.400002,35.537498,35.252499,35.450001,33.777882,81400000,AAPL
13/04/2017,35.477501,35.595001,35.262501,35.262501,33.599232,71291600,AAPL
17/04/2017,35.369999,35.470001,35.217499,35.4575,33.785034,66328400,AAPL
18/04/2017,35.352501,35.509998,35.2775,35.299999,33.634968,58790000,AAPL
19/04/2017,35.470001,35.5,35.112499,35.169998,33.511097,69313600,AAPL
20/04/2017,35.305,35.73,35.290001,35.610001,33.93034,93278400,AAPL
21/04/2017,35.610001,35.669998,35.462502,35.567501,33.889851,69283600,AAPL
24/04/2017,35.875,35.987499,35.794998,35.91,34.216194,68537200,AAPL
25/04/2017,35.977501,36.224998,35.967499,36.1325,34.428196,75486000,AAPL
26/04/2017,36.1175,36.150002,35.845001,35.919998,34.225719,80164800,AAPL
27/04/2017,35.98,36.040001,35.827499,35.947498,34.251919,56985200,AAPL
28/04/2017,36.022499,36.075001,35.817501,35.912498,34.218575,83441600,AAPL
01/05/2017,36.275002,36.799999,36.240002,36.645,34.916527,134411600,AAPL
02/05/2017,36.884998,37.022499,36.709999,36.877499,35.13805,181408800,AAPL
03/05/2017,36.397499,36.872501,36.067501,36.764999,35.030865,182788000,AAPL
04/05/2017,36.630001,36.785,36.452499,36.6325,34.904613,93487600,AAPL
05/05/2017,36.689999,37.244999,36.689999,37.240002,35.483456,109310800,AAPL
08/05/2017,37.2575,38.424999,37.2575,38.252499,36.4482,195009600,AAPL
09/05/2017,38.467499,38.720001,38.362499,38.497501,36.681641,156521600,AAPL
10/05/2017,38.407501,38.485001,38.0275,38.314999,36.507751,103222800,AAPL
11/05/2017,38.112499,38.517502,38.077499,38.487499,36.823475,109020400,AAPL
12/05/2017,38.674999,39.105,38.6675,39.025002,37.337746,130108000,AAPL
15/05/2017,39.002499,39.162498,38.762501,38.924999,37.242069,104038800,AAPL
16/05/2017,38.985001,39.014999,38.68,38.8675,37.18705,80194000,AAPL
17/05/2017,38.400002,38.642502,37.427502,37.5625,35.938477,203070800,AAPL
18/05/2017,37.817501,38.334999,37.782501,38.134998,36.486221,134272800,AAPL
19/05/2017,38.345001,38.494999,38.157501,38.264999,36.6106,107843200,AAPL
22/05/2017,38.5,38.645,38.227501,38.497501,36.833046,91865600,AAPL
23/05/2017,38.724998,38.724998,38.327499,38.450001,36.787601,79675600,AAPL
24/05/2017,38.459999,38.5425,38.1675,38.334999,36.677582,76712000,AAPL
25/05/2017,38.432499,38.587502,38.2575,38.467499,36.80434,76942400,AAPL
26/05/2017,38.5,38.560001,38.327499,38.4025,36.742161,87710400,AAPL
30/05/2017,38.355,38.607498,38.3325,38.4175,36.756512,80507600,AAPL
31/05/2017,38.4925,38.5425,38.095001,38.189999,36.538845,97804800,AAPL
01/06/2017,38.2925,38.3325,38.055,38.294998,36.639305,65616400,AAPL
02/06/2017,38.395,38.862499,38.2225,38.862499,37.18227,111082800,AAPL
05/06/2017,38.584999,38.612499,38.365002,38.482498,36.818695,101326800,AAPL
06/06/2017,38.474998,38.952499,38.445,38.612499,36.943081,106499600,AAPL
07/06/2017,38.755001,38.994999,38.619999,38.842499,37.163132,84278400,AAPL
08/06/2017,38.8125,38.884998,38.599998,38.747501,37.072239,85003200,AAPL
09/06/2017,38.797501,38.797501,36.505001,37.244999,35.634693,259530800,AAPL
12/06/2017,36.435001,36.522499,35.627499,36.355,34.78318,289229200,AAPL
13/06/2017,36.790001,36.862499,36.287498,36.647499,35.063038,136661600,AAPL
14/06/2017,36.875,36.875,35.959999,36.290001,34.720989,126124800,AAPL
15/06/2017,35.830002,36.119999,35.552502,36.072498,34.51289,128661600,AAPL
16/06/2017,35.945,36.125,35.549999,35.567501,34.029736,201444400,AAPL
19/06/2017,35.915001,36.685001,35.915001,36.584999,35.003239,130165600,AAPL
20/06/2017,36.717499,36.717499,36.235001,36.252499,34.685108,99600400,AAPL
21/06/2017,36.380001,36.517502,36.1525,36.467499,34.890816,85063200,AAPL
22/06/2017,36.442501,36.674999,36.279999,36.407501,34.83342,76425200,AAPL
23/06/2017,36.282501,36.790001,36.2775,36.57,34.988884,141757600,AAPL
26/06/2017,36.7925,37.07,36.345001,36.455002,34.87886,102769600,AAPL
27/06/2017,36.252499,36.540001,35.904999,35.932499,34.378944,99047600,AAPL
28/06/2017,36.122501,36.5275,35.790001,36.4575,34.881248,88329600,AAPL
29/06/2017,36.177502,36.282501,35.57,35.919998,34.366989,125997600,AAPL
30/06/2017,36.112499,36.240002,35.945,36.005001,34.448315,92096400,AAPL
03/07/2017,36.220001,36.325001,35.775002,35.875,34.323929,57111200,AAPL
05/07/2017,35.922501,36.197498,35.68,36.022499,34.465057,86278400,AAPL
06/07/2017,35.755001,35.875,35.602501,35.682499,34.139759,96515200,AAPL
07/07/2017,35.724998,36.1875,35.724998,36.044998,34.486584,76806800,AAPL
10/07/2017,36.0275,36.487499,35.842499,36.264999,34.697067,84362400,AAPL
11/07/2017,36.182499,36.462502,36.095001,36.3825,34.80949,79127200,AAPL
12/07/2017,36.467499,36.544998,36.205002,36.435001,34.859726,99538000,AAPL
13/07/2017,36.375,37.122501,36.360001,36.942501,35.345287,100797600,AAPL
14/07/2017,36.9925,37.3325,36.8325,37.259998,35.649052,80528400,AAPL
17/07/2017,37.205002,37.724998,37.142502,37.389999,35.773434,95174000,AAPL
18/07/2017,37.299999,37.532501,37.1675,37.52,35.897812,71475200,AAPL
19/07/2017,37.619999,37.855,37.487499,37.755001,36.122654,83692000,AAPL
20/07/2017,37.875,37.935001,37.547501,37.584999,35.959999,68974800,AAPL
21/07/2017,37.497501,37.610001,37.220001,37.567501,35.943256,105010400,AAPL
24/07/2017,37.645,38.110001,37.474998,38.022499,36.378593,85972800,AAPL
25/07/2017,37.950001,38.459999,37.950001,38.185001,36.534061,75415600,AAPL
26/07/2017,38.337502,38.482498,38.264999,38.365002,36.706284,63124000,AAPL
27/07/2017,38.4375,38.497501,36.825001,37.639999,36.012627,129905200,AAPL
28/07/2017,37.4725,37.557499,37.297501,37.375,35.759083,68854800,AAPL
31/07/2017,37.474998,37.5825,37.032501,37.182499,35.574905,79383600,AAPL
01/08/2017,37.275002,37.555,37.102501,37.512501,35.890636,141474400,AAPL
02/08/2017,39.82,39.9375,39.040001,39.285,37.586502,279747200,AAPL
03/08/2017,39.262501,39.302502,38.755001,38.892502,37.210976,108389200,AAPL
04/08/2017,39.017502,39.349998,38.922501,39.0975,37.407112,82239600,AAPL
07/08/2017,39.264999,39.73,39.1675,39.702499,37.985954,87481200,AAPL
08/08/2017,39.650002,40.4575,39.567501,40.02,38.289726,144823600,AAPL
09/08/2017,39.814999,40.317501,39.7775,40.264999,38.524132,104526000,AAPL
10/08/2017,39.974998,40,38.657501,38.830002,37.297066,163217200,AAPL
11/08/2017,39.150002,39.642502,39.017502,39.369999,37.81575,105028400,AAPL
14/08/2017,39.830002,40.052502,39.6875,39.962502,38.384861,88490800,AAPL
15/08/2017,40.165001,40.549999,40.035,40.400002,38.80508,117862000,AAPL
16/08/2017,40.485001,40.627499,40.037498,40.237499,38.649002,110686400,AAPL
17/08/2017,40.130001,40.177502,39.459999,39.465,37.906998,111762400,AAPL
18/08/2017,39.465,39.875,39.18,39.375,37.82056,109712400,AAPL
21/08/2017,39.375,39.4725,38.7775,39.302502,37.750916,105474000,AAPL
22/08/2017,39.557499,40,39.505001,39.945,38.368046,86418400,AAPL
23/08/2017,39.767502,40.1175,39.720001,39.994999,38.416069,77596400,AAPL
24/08/2017,40.107498,40.185001,39.637501,39.817501,38.245575,79275600,AAPL
25/08/2017,39.912498,40.139999,39.817501,39.965,38.38726,101920400,AAPL
28/08/2017,40.035,40.5,39.982498,40.3675,38.773869,103864000,AAPL
29/08/2017,40.025002,40.779999,40,40.727501,39.119656,118067600,AAPL
30/08/2017,40.950001,40.9725,40.6525,40.837502,39.225315,109078400,AAPL
31/08/2017,40.91,41.130001,40.869999,41,39.381397,107140400,AAPL
01/09/2017,41.200001,41.235001,40.907501,41.012501,39.39341,66364400,AAPL
05/09/2017,40.9375,41.0625,40.139999,40.52,38.920349,117874000,AAPL
06/09/2017,40.677502,40.747501,40.130001,40.477501,38.879524,86606800,AAPL
07/09/2017,40.522499,40.560001,40.09,40.314999,38.723442,87714000,AAPL
08/09/2017,40.215,40.287498,39.6325,39.657501,38.091904,114446000,AAPL
11/09/2017,40.125,40.512501,39.9725,40.375,38.781078,126323200,AAPL
12/09/2017,40.6525,40.990002,39.692501,40.215,38.627396,286856000,AAPL
13/09/2017,39.967499,39.990002,39.477501,39.912498,38.336834,179629600,AAPL
14/09/2017,39.747501,39.849998,39.522499,39.57,38.007851,95042800,AAPL
15/09/2017,39.6175,40.2425,39.5,39.970001,38.392063,196458400,AAPL
18/09/2017,40.0275,40.125,39.5,39.6675,38.101501,113077600,AAPL
19/09/2017,39.877499,39.942501,39.610001,39.682499,38.11591,83242400,AAPL
20/09/2017,39.474998,39.564999,38.4575,39.017502,37.477169,211805600,AAPL
21/09/2017,38.950001,38.950001,38.1875,38.3475,36.833611,150046800,AAPL
22/09/2017,37.884998,38.067501,37.639999,37.9725,36.473415,186581600,AAPL
25/09/2017,37.497501,37.9575,37.290001,37.637501,36.151646,177549200,AAPL
26/09/2017,37.945,38.48,37.922501,38.285,36.773579,146640000,AAPL
27/09/2017,38.450001,38.68,38.384998,38.557499,37.035324,102016800,AAPL
28/09/2017,38.4725,38.57,38.174999,38.32,36.807201,88022000,AAPL
29/09/2017,38.302502,38.532501,38,38.529999,37.008904,105199200,AAPL
02/10/2017,38.564999,38.612499,38.18,38.452499,36.934471,74795200,AAPL
03/10/2017,38.502499,38.772499,38.477501,38.619999,37.09536,64921200,AAPL
04/10/2017,38.407501,38.465,38.115002,38.369999,36.855228,80655200,AAPL
05/10/2017,38.544998,38.860001,38.512501,38.8475,37.313873,85135200,AAPL
06/10/2017,38.7425,38.872501,38.639999,38.825001,37.292255,69630400,AAPL
09/10/2017,38.952499,39.182499,38.872501,38.959999,37.421932,65051600,AAPL
10/10/2017,39.014999,39.5,38.775002,38.974998,37.436337,62468000,AAPL
11/10/2017,38.9925,39.244999,38.9375,39.137501,37.592426,67622400,AAPL
12/10/2017,39.087502,39.342499,38.932499,39,37.460361,64500400,AAPL
13/10/2017,39.182499,39.32,39.102501,39.247501,37.69809,65576800,AAPL
16/10/2017,39.474998,40,39.412498,39.970001,38.392063,96486000,AAPL
17/10/2017,39.945,40.217499,39.807499,40.1175,38.533737,75989200,AAPL
18/10/2017,40.105,40.177502,39.900002,39.939999,38.363247,65496800,AAPL
19/10/2017,39.1875,39.27,38.755001,38.994999,37.455551,170336800,AAPL
20/10/2017,39.1525,39.4375,38.990002,39.0625,37.52039,95896400,AAPL
23/10/2017,39.2225,39.422501,38.875,39.0425,37.501179,87937200,AAPL
24/10/2017,39.072498,39.355,39.049999,39.275002,37.724499,71028800,AAPL
25/10/2017,39.227501,39.387501,38.817501,39.102501,37.558807,84828400,AAPL
26/10/2017,39.307499,39.4575,39.195,39.352501,37.798935,68002000,AAPL
27/10/2017,39.822498,40.900002,39.674999,40.762501,39.153267,177816800,AAPL
30/10/2017,40.9725,42.017502,40.93,41.68,40.034557,178803200,AAPL
31/10/2017,41.974998,42.412498,41.735001,42.259998,40.591652,144187200,AAPL
01/11/2017,42.467499,42.485001,41.4025,41.7225,40.075378,134551200,AAPL
02/11/2017,41.650002,42.125,41.32,42.0275,40.36834,165573600,AAPL
03/11/2017,43.5,43.564999,42.779999,43.125,41.422508,237594400,AAPL
06/11/2017,43.092499,43.747501,42.93,43.5625,41.842739,140105200,AAPL
07/11/2017,43.477501,43.8125,43.400002,43.702499,41.977203,97446000,AAPL
08/11/2017,43.665001,44.060001,43.5825,44.060001,42.320599,97638000,AAPL
09/11/2017,43.7775,44.025002,43.285,43.970001,42.23415,117930400,AAPL
10/11/2017,43.7775,43.845001,43.567501,43.6675,42.094368,100582000,AAPL
13/11/2017,43.375,43.625,43.349998,43.4925,41.925674,67928400,AAPL
14/11/2017,43.259998,43.369999,42.794998,42.834999,41.291862,99130000,AAPL
15/11/2017,42.4925,42.580002,42.095001,42.27,40.747211,116632400,AAPL
16/11/2017,42.794998,42.967499,42.575001,42.775002,41.234024,94550000,AAPL
17/11/2017,42.759998,42.8475,42.41,42.537498,41.005077,87598000,AAPL
20/11/2017,42.572498,42.639999,42.389999,42.494999,40.964115,65049600,AAPL
21/11/2017,42.695,43.424999,42.695,43.285,41.725651,100525200,AAPL
22/11/2017,43.34,43.75,43.262501,43.740002,42.164257,102355600,AAPL
24/11/2017,43.775002,43.875,43.662498,43.7425,42.166676,56106800,AAPL
27/11/2017,43.762501,43.77,43.334999,43.522499,41.954594,82867200,AAPL
28/11/2017,43.575001,43.717499,42.965,43.267502,41.708782,105715200,AAPL
29/11/2017,43.157501,43.23,41.790001,42.369999,40.843628,166665600,AAPL
30/11/2017,42.607498,43.035,42.110001,42.962502,41.414772,166108800,AAPL
01/12/2017,42.487499,42.9175,42.125,42.762501,41.221973,159037200,AAPL
04/12/2017,43.119999,43.154999,42.407501,42.450001,40.920731,130169600,AAPL
05/12/2017,42.264999,42.880001,42.099998,42.41,40.882164,109400800,AAPL
06/12/2017,41.875,42.549999,41.615002,42.252499,40.73035,114240000,AAPL
07/12/2017,42.2575,42.610001,42.227501,42.330002,40.805065,102693200,AAPL
08/12/2017,42.622501,42.75,42.205002,42.342499,40.817101,93420800,AAPL
11/12/2017,42.299999,43.2225,42.197498,43.1675,41.612385,141095200,AAPL
12/12/2017,43.037498,43.0975,42.865002,42.924999,41.37862,77636800,AAPL
13/12/2017,43.125,43.384998,43,43.067501,41.515987,95273600,AAPL
14/12/2017,43.099998,43.282501,42.912498,43.055,41.503937,81906000,AAPL
15/12/2017,43.407501,43.5425,43.115002,43.4925,41.925674,160677200,AAPL
18/12/2017,43.720001,44.299999,43.715,44.105,42.516113,117684400,AAPL
19/12/2017,43.7575,43.8475,43.522499,43.634998,42.063038,109745600,AAPL
20/12/2017,43.717499,43.855,43.3125,43.587502,42.017254,93902400,AAPL
21/12/2017,43.5425,44.005001,43.525002,43.752499,42.176311,83799600,AAPL
22/12/2017,43.669998,43.855,43.625,43.752499,42.176311,65397600,AAPL
26/12/2017,42.700001,42.8675,42.419998,42.642502,41.106304,132742000,AAPL
27/12/2017,42.525002,42.695,42.427502,42.650002,41.113533,85992800,AAPL
28/12/2017,42.75,42.962502,42.619999,42.77,41.229214,65920800,AAPL
29/12/2017,42.630001,42.647499,42.305,42.307499,40.783367,103999600,AAPL
02/01/2018,42.540001,43.075001,42.314999,43.064999,41.51358,102223600,AAPL
03/01/2018,43.1325,43.637501,42.990002,43.057499,41.506344,118071600,AAPL
04/01/2018,43.134998,43.3675,43.02,43.2575,41.699139,89738400,AAPL
05/01/2018,43.360001,43.842499,43.262501,43.75,42.173893,94640000,AAPL
08/01/2018,43.587502,43.9025,43.482498,43.587502,42.017254,82271200,AAPL
09/01/2018,43.637501,43.764999,43.352501,43.5825,42.012432,86336000,AAPL
10/01/2018,43.290001,43.575001,43.25,43.572498,42.002796,95839600,AAPL
11/01/2018,43.647499,43.872501,43.622501,43.82,42.241379,74670800,AAPL
12/01/2018,44.044998,44.34,43.912498,44.272499,42.677582,101672400,AAPL
16/01/2018,44.474998,44.8475,44.035,44.047501,42.460686,118263600,AAPL
17/01/2018,44.037498,44.8125,43.767502,44.775002,43.16198,137547200,AAPL
18/01/2018,44.842499,45.025002,44.5625,44.814999,43.200535,124773600,AAPL
19/01/2018,44.6525,44.895,44.352501,44.615002,43.007744,129700400,AAPL
22/01/2018,44.325001,44.445,44.150002,44.25,42.655895,108434400,AAPL
23/01/2018,44.325001,44.860001,44.205002,44.259998,42.665524,130756400,AAPL
24/01/2018,44.3125,44.325001,43.299999,43.555,41.985931,204420400,AAPL
25/01/2018,43.627499,43.737499,42.6325,42.7775,41.236435,166116000,AAPL
26/01/2018,43,43,42.514999,42.877499,41.332829,156572000,AAPL
29/01/2018,42.540001,42.540001,41.767502,41.990002,40.477306,202561600,AAPL
30/01/2018,41.3825,41.842499,41.174999,41.7425,40.238724,184192800,AAPL
31/01/2018,41.717499,42.110001,41.625,41.857498,40.349579,129915600,AAPL
01/02/2018,41.7925,42.154999,41.689999,41.945,40.433929,188923200,AAPL
02/02/2018,41.5,41.700001,40.025002,40.125,38.679497,346375200,AAPL
05/02/2018,39.775002,40.970001,39,39.122501,37.7131,290954000,AAPL
06/02/2018,38.7075,40.93,38.5,40.7575,39.2892,272975200,AAPL
07/02/2018,40.772499,40.849998,39.767502,39.884998,38.448132,206434400,AAPL
08/02/2018,40.072498,40.25,38.7575,38.787498,37.390179,217562000,AAPL
09/02/2018,39.267502,39.4725,37.560001,39.102501,37.847511,282690400,AAPL
12/02/2018,39.625,40.9725,39.377499,40.677502,39.37196,243278000,AAPL
13/02/2018,40.487499,41.1875,40.412498,41.084999,39.766384,130196800,AAPL
14/02/2018,40.759998,41.884998,40.720001,41.842499,40.499569,162579600,AAPL
15/02/2018,42.447498,43.272499,42.25,43.247501,41.859478,204588800,AAPL
16/02/2018,43.09,43.705002,42.942501,43.107498,41.723969,160704400,AAPL
20/02/2018,43.012501,43.564999,42.855,42.962502,41.583626,135722000,AAPL
21/02/2018,43.2075,43.529999,42.752499,42.767502,41.394882,149886400,AAPL
22/02/2018,42.950001,43.487499,42.927502,43.125,41.74091,123967600,AAPL
23/02/2018,43.4175,43.912498,43.384998,43.875,42.466835,135249600,AAPL
26/02/2018,44.087502,44.8475,44.052502,44.7425,43.306488,152648800,AAPL
27/02/2018,44.775002,45.119999,44.540001,44.5975,43.166153,155712400,AAPL
28/02/2018,44.814999,45.154999,44.512501,44.529999,43.100819,151128400,AAPL
01/03/2018,44.634998,44.945,43.165001,43.75,42.34584,195208000,AAPL
02/03/2018,43.200001,44.075001,43.112499,44.052502,42.638641,153816000,AAPL
05/03/2018,43.802502,44.435001,43.630001,44.205002,42.786251,113605600,AAPL
06/03/2018,44.477501,44.5625,44.032501,44.1675,42.74995,95154000,AAPL
07/03/2018,43.735001,43.962502,43.567501,43.7575,42.353111,126814000,AAPL
08/03/2018,43.869999,44.279999,43.767502,44.235001,42.815285,95096400,AAPL
09/03/2018,44.490002,45,44.3475,44.994999,43.550888,128740800,AAPL
12/03/2018,45.072498,45.5975,45.052502,45.43,43.971928,128828400,AAPL
13/03/2018,45.647499,45.875,44.810001,44.9925,43.548473,126774000,AAPL
14/03/2018,45.080002,45.130001,44.452499,44.610001,43.178246,117473600,AAPL
15/03/2018,44.625,45.060001,44.517502,44.662498,43.229061,90975200,AAPL
16/03/2018,44.662498,44.779999,44.404999,44.505001,43.076622,157618800,AAPL
